"idformula","idherbsmed","ref"
"F00978","K00201","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F00980","K00202","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）；症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）；漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）；漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）"
"F00981","K00202","改訂新版漢方処方集：龍野一雄編著，昭和49.6.25，改訂（中国漢方医学書刊行会）"
"F00982","K00202","漢方医学：大塚敬節著，昭和43.8.20/新版漢方医学：大塚敬節著，昭和48.2.16（創元社）"
"F00983","K00202","漢方後世要方解説：矢数道明著，昭和37.5.30（医道の日本社）；明解漢方処方：西岡一夫・高橋真太郎共著，昭和41.7.10，第1版（浪速社）"
"F00984","K00202","臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）；経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）"
"F00985","K00202","100万人の漢方・診断と治療の実際：寺師睦濟著，昭和48.1（豊文社）"
"F00986","K00202","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F00987","K00202","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F00988","K00202","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00989","K00202","改訂処方集便法：UNKNOWN"
"F00990","K00203","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00991","K00204","漢方医学：大塚敬節著，昭和43.8.20/新版漢方医学：大塚敬節著，昭和48.2.16（創元社）；漢方入門講座1，増補改訂漢方入門講座上・下巻：漢方入門講座1：龍野一雄著，昭和27.12.1（東京漢方杏林会編輯部），増補改訂漢方入門講座上・下巻：龍野一雄著 ，昭和49.3.20（中国漢方医学書刊行会）；漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）；漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）"
"F00992","K00204","実用漢方療法−現代医学の盲点をつく：藤平健著，昭和47.5.1，初版（保健同人社）"
"F00993","K00204","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F00994","K00204","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F00995","K00204","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00996","K00205","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F00997","K00206","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）"
"F00998","K00206","漢方古方要方解説：奥田謙蔵著，平成3.8.20，第6版（医道の日本社）"
"F00999","K00206","症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）；経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）；漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）；漢方と民間薬百科：大塚敬節著（主婦の友社）；明解漢方処方：西岡一夫・高橋真太郎共著，昭和41.7.10，第1版（浪速社）"
"F01000","K00206","臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）；漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）"
"F01001","K00206","漢方処方集：龍野一雄著，昭和32.8.1（漢方書林）"
"F01002","K00206","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F01003","K00206","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F01004","K00206","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F01005","K00207","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F01006","K00208","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）；症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）"
"F01007","K00208","改訂新版漢方処方集：龍野一雄編著，昭和49.6.25，改訂（中国漢方医学書刊行会）"
"F01008","K00208","漢方医学：大塚敬節著，昭和43.8.20/新版漢方医学：大塚敬節著，昭和48.2.16（創元社）"
"F01009","K00208","漢方入門講座1，増補改訂漢方入門講座上・下巻：漢方入門講座1：龍野一雄著，昭和27.12.1（東京漢方杏林会編輯部），増補改訂漢方入門講座上・下巻：龍野一雄著 ，昭和49.3.20（中国漢方医学書刊行会）"
"F01010","K00208","漢方医学の基礎と診療：西山英雄著，昭和44.3.15（創元社）"
"F01011","K00208","漢方古方要方解説：奥田謙蔵著，平成3.8.20，第6版（医道の日本社）"
"F01012","K00208","臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）；漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）；漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）；漢方精撰百八方−その運用とかんどころ：相見三郎・石原明・伊藤清夫・大塚敬節・藤平健・矢数道明・山田光胤共著，昭和40.3.1初版（臨床漢方研究会）"
"F01013","K00208","経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）；成人病の漢方療法：寺師睦宗著，昭和46.8.20（創元社）"
"F01014","K00208","新撰類聚方：龍野一雄編，昭和34.10.1（漢方医学大系刊行会）"
"F01015","K00208","明解漢方処方：西岡一夫・高橋真太郎共著，昭和41.7.10，第1版（浪速社）"
"F01016","K00208","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F01017","K00208","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F01018","K00208","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F01019","K00209","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）"
"F01020","K00209","改訂新版漢方処方集：龍野一雄編著，昭和49.6.25，改訂（中国漢方医学書刊行会）；漢方医学の基礎と診療：西山英雄著，昭和44.3.15（創元社）"
"F01021","K00209","漢方入門講座1，増補改訂漢方入門講座上・下巻：漢方入門講座1：龍野一雄著，昭和27.12.1（東京漢方杏林会編輯部），増補改訂漢方入門講座上・下巻：龍野一雄著 ，昭和49.3.20（中国漢方医学書刊行会）"
"F01022","K00209","実用漢方療法−現代医学の盲点をつく：藤平健著，昭和47.5.1，初版（保健同人社）；経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）；漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）；漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）"
"F01023","K00209","傷寒論入門：森田幸門著，昭和33（治療研究所）"
"F01024","K00209","症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）；漢方の診かた治しかた：寺師睦濟著，昭和47.10.10，第4版（福村出版）"
"F01025","K00209","臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）"
"F01026","K00209","明解漢方処方：西岡一夫・高橋真太郎共著，昭和41.7.10，第1版（浪速社）"
"F01027","K00209","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F01028","K00209","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F01029","K00209","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F01030","K00210","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F01031","K00211","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F01032","K00212","経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）；漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）；漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）；一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F01033","K00212","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）"
"F01034","K00212","天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F01035","K00213","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F01036","K00214","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F01037","K00215","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F01042","K00216","経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）"
"F01038","K00216","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）"
"F01039","K00216","改訂新版漢方処方集：龍野一雄編著，昭和49.6.25，改訂（中国漢方医学書刊行会）"
"F01040","K00216","症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）"
"F01041","K00216","臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）；増補万病回春：龔廷賢編著（医林書局出版）"
