"_id","idherbsmed","name","nameloc1","nameloc2","efficacy","efficacyloc","ref","idclass","idcompany","idtype","img"
"3860","J03860","Kapsul Daun Salam","","","Lowering cholesterol and for diabetes","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c595","2",""
"3861","J03861","Kapsul Handeleum","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c595","2",""
"3862","J03862","Kapsul Made","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c595","2",""
"3863","J03863","Kapsul made prostam","","","Prevent and help treat prostate enlargement","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","10","c595","2",""
"3864","J03864","Kapsul Madeca","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c595","2",""
"3865","J03865","Kapsul Mahkota Dewa","","","Useful in treating such diseases in the series of uric acid, high blood pressure, liver, allergies, kidneys, skin diseases and also may increase stamina and as supportive therapy in cancer.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c595","2",""
"3866","J03866","Kapsul Mengkudu","","","Treat high blood pressure, diabetes","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c595","2",""
"3867","J03867","Kapsul Pegagan","","","Streamlining the flow of blood","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c595","2",""
"3868","J03868","Kapsul Pelangsing","","","Reduce excess fat in the body, so that the body becomes lean, and youthful look.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c595","2",""
"3869","J03869","Kapsul Sambiloto","","","Boost immunity.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","9","c595","2",""
"3870","J03870","Kapsul Sidaguri","","","Help with uric acid and rheumatic","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","1","c595","2",""
"3871","J03871","Kapsul Tapak Liman","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c595","2",""
"3872","J03872","Kapsul Temu Mangga","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c595","2",""
"3873","J03873","Kapsul Temu Putih","","","For supporting in cancer treatment","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","2","c595","2",""
"3874","J03874","Kapsul Temulawak","","","Maintains liver health and helps to improves appetite.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c595","2",""
"3875","J03875","Kapsul Umbi Daun Dewa","","","For patients with tumors and cancer.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","2","c595","2",""
"3876","J03876","Kim Amore","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c595","2",""
"3877","J03877","Made I","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c595","2",""
"3878","J03878","Made II","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c595","2",""
"3879","J03879","Made III","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c595","2",""
"3880","J03880","Madecol","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c595","2",""
"3881","J03881","Madedem","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c595","2",""
"3882","J03882","Madehepar","","","Maintaining healthy liver function","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c595","2",""
"3883","J03883","Maderic","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c595","2",""
"3884","J03884","Madetens","","","Treat high blood pressure","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","8","c595","2",""
"3885","J03885","Madetiro","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c595","2",""
"3886","J03886","Madu Mahkota Dewa","","","Useful in treating such diseases in the series of uric acid, high blood pressure, liver, allergies, kidneys, skin diseases and also may increase stamina and as supportive therapy in cancer.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c595","2",""
"3887","J03887","Minyak Made","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c595","2",""
"3888","J03888","Minyak Urut Made","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c595","2",""
"3889","J03889","Obat Gosok Made","","","Relieve colds, flatulence","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","15","c595","2",""
"3890","J03890","Pegagan","","","Streamlining the flow of blood","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c595","2",""
"3891","J03891","Racikan Akar Alang-Alang","","","Treating heartburn","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c595","2",""
"3892","J03892","Racikan Cangkang Made","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c595","2",""
"3893","J03893","Racikan Daun Alpukat","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c595","2",""
"3894","J03894","Racikan Daun Dewa","","","For patients with tumors and cancer.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","2","c595","2",""
"3895","J03895","Racikan Daun Pegagan","","","Streamlining the flow of blood","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c595","2",""
"3896","J03896","Racikan Daun Salam","","","Lowering cholesterol and for diabetes","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c595","2",""
"3897","J03897","Racikan Daun Sambiloto","","","Boost immunity.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","9","c595","2",""
"3898","J03898","Racikan Daun Tapak Liman","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c595","2",""
"3899","J03899","Racikan Mini Made","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c595","2",""
"3900","J03900","Racikan Sidaguri","","","Help with uric acid and rheumatic","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","1","c595","2",""
"3901","J03901","Racikan Temu Mangga","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c595","2",""
"3902","J03902","Racikan Temu Putih","","","For supporting in cancer treatment","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","2","c595","2",""
"3903","J03903","Racikan Temulawak","","","Maintains liver health and helps to improves appetite.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c595","2",""
"3904","J03904","Serbuk Angelica","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c595","2",""
"3905","J03905","Teh Mashiwa","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c595","2",""
"3906","J03906","Teh Racik Made","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c595","2",""
"3907","J03907","Wedang Weding","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c595","2",""
"3908","J03908","Propolis Soft Capsule (Juvela Brand)","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c596","2",""
"3909","J03909","Royal Jelly Soft Capsule (Juvela Brand)","","","Improve metabolism","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c596","2",""
"3910","J03910","Excell Tea","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c597","2",""
"3911","J03911","Dharmamon","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c598","2",""
"3912","J03912","Herbamag","","","Overcome stomach ulcers","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c598","2",""
"3913","J03913","Herbamon","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c598","2",""
"3914","J03914","Pil Kita","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c598","2",""
"3915","J03915","Glovit","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c599","2",""
"3916","J03916","Vitan","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c599","2",""
"3917","J03917","Berto Martha Tilaar Jamu Sengal Badan (Khusus Eksp","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c600","2",""
"3918","J03918","Berto Martha Tilaar Jamu Tongkat Ali (Khusus Ekspo","","","To maintain health and protect the body from disease for men who are always keen to work.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","11","c600","2",""
"3919","J03919","Martina Jamu Asih","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c600","2",""
"3920","J03920","Pelangsing Slimming Tea","","","Reduce excess fat in the body, so that the body becomes lean, and youthful look.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c600","2",""
"3921","J03921","Qi Garden - Teh Air (Shui Tea)","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c600","2",""
"3922","J03922","Qi Garden - Teh Api (Huo Tea)","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c600","2",""
"3923","J03923","Qi Garden - Teh Kayu (Mu Tea)","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c600","2",""
"3924","J03924","Qi Garden - Teh Logam (Cin Tea)","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c600","2",""
"3925","J03925","Qi Garden - Teh Tanah (Tu Tea)","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c600","2",""
"3926","J03926","Ranger Natural Poten Formula For Men","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c600","2",""
"3927","J03927","Sariayu Holistik Jelita","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c600","2",""
"3928","J03928","Sariayu Holistik Singset","","","Reduce excess fat in the body, so that the body becomes lean, singset and youthful look.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c600","2",""
"3929","J03929","Sariayu Holistik Tolak Jerawat","","","Reduce and prevent acne","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c600","2",""
"3930","J03930","Sariayu Kaplet Rapat Dara","","","Helps reduce excessive mucus and the smell of female organs.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","6","c600","2",""
"3931","J03931","Sariayu Kaplet Selangking Singset (Malam)","","","Reduce excess fat in the body, so that the body becomes lean, singset and youthful look.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c600","2",""
"3932","J03932","Sariayu Kaplet Selangking Singset (Siang)","","","Reduce excess fat in the body, so that the body becomes lean, singset and youthful look.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c600","2",""
"3933","J03933","Sariayu Kaplet Wulandari","","","Blood circulation especially around the uterus, helping to improve fertility, refreshing body","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c600","2",""
"3934","J03934","Sariayu Lancar Datang Bulan","","","For women who are not menstruating regularly.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","6","c600","2",""
"3935","J03935","SARIAYU Martha Tilaar Jamu Jerawat","","","Reduce and prevent acne","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c600","2",""
"3936","J03936","SARIAYU Martha Tilaar Jamu Keputihan","","","Helps reduce excessive mucus, leuchorrea, and the smell of female organs.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","6","c600","2",""
"3937","J03937","Sariayu Martha Tilaar Jamu Payudara (KhususEkspor)","","","For fuller and firmer breast, and also for nursing mother","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","6","c600","2",""
"3938","J03938","SARIAYU Martha Tilaar Jamu Rapat Dara","","","Helps reduce excessive mucus and the smell of female organs.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","6","c600","2",""
"3939","J03939","SARIAYU Martha Tilaar Jamu Selangking Singset","","","Reduce excess fat in the body, so that the body becomes lean, singset and youthful look.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c600","2",""
"3940","J03940","Sariayu Martha Tilaar Kaplet Habis Bersalin 1","","","Useful to the mother after giving birth to shrink the uterus and abdominal muscles, stimulate the workings of milk glands and restore the health and fitness)","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","6","c600","2",""
"3941","J03941","Sariayu Martha Tilaar Kaplet Habis Bersalin 2","","","Useful to the mother after giving birth to shrink the uterus and abdominal muscles, stimulate the workings of milk glands and restore the health and fitness)","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","6","c600","2",""
"3942","J03942","SARIAYU Martha Tilaar Kaplet Jerawat","","","Reduce and prevent acne","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c600","2",""
"3943","J03943","Sariayu Martha Tilaar Kaplet Susut Perut","","","Reduce fat in the stomach area","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c600","2",""
"3944","J03944","Sariayu Martha Tilaar Kaplet Wulandari","","","Blood circulation especially around the uterus, helping to improve fertility, refreshing body","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c600","2",""
"3945","J03945","Sariayu Martha Tilaar Minyak Telon","","","Eliminate the symptoms of colic and bloating for baby","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c600","2",""
"3946","J03946","Sariayu Martha Tilaar Param Habis Bersalin","","","Useful to the mother after giving birth to shrink the uterus and abdominal muscles, stimulate the workings of milk glands and restore the health and fitness)","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","6","c600","2",""
