"idcrude","sname","name_en","name_loc1","name_loc2","gname","position","effect","effect_loc","comment","ref"
"S00736","Paeonia lactiflora Radix","Chinese Peony","White Peony","","Paeonia lactiflora pall.","Root","Maculation in epidemic diseases; spitting of blood, epistaxis; inflammation of the eye; pain in the chest and costal regions; amenorrhea, dysmenorrhea; mass formation in the abdomen; traumatic injuries;boils and sores.","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
"S00737","Paeonia suffruticosa Cortex","Tree Peony","Tree Peony","","Paeonia suffruticosa Andr.","Bark","Eruptions in epidemic diseases; spitting of blood, epistaxis; consumptive fever occurring at night and subsiding in the morning without sweating; amenorrhea, dysmeorrhea; carbuncles and sores; traumatic injuries.","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
"S00738","Paeonia veitchii radix","-","Red Peony","","Paeonia veitchii Lynch","Root","Maculation in epidemic diseases; spitting of blood, epistaxis; inflammation of the eye; pain in the chest and costal regions; amenorrhea, dysmenorrhea; mass formation in the abdomen; traumatic injuries;boils and sores.","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
"S00739","Pamaria barbata Cortex","-","Kayu Rapet","","Pamaria barbata Schum","Bark","Bark: uterus pain medication childbed, dysentery, scab, injuries.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00740","Panax ginseng Radix","Ginseng, Oriental Ginseng","Ginseng Asia","","Panax ginseng L.","Root","Prostration with impending collapse marked by cold limbs and faint pulse; diminished function of the spleen with-loss of appetite; cough and dyspnea due to diminished function of the lung;thirst due to impairment of body fluid,of diabetes caused by internal heat; general weakness with irritability and insomnia in chronic diseases; impotence or frigidity; heart failure, cardiogenic shock.","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
"S00741","Panax notoginseng Radix","Tienchi","Notoginseng","","Panax notoginseng","Root","Hemoptysis, hematemesis, epistaxis, hematochezia, abnormal uterine bleeding, traumatic bleeding; pricking pain in the chest and abdomen, traumatic swelling and pain.","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
"S00742","Panax pseudoginseng Radix","Tienchi","Notoginseng","","Panax pseudoginseng Wall.","Root","Hemoptysis, hematemesis, epistaxis, hematochezia, abnormal uterine bleeding, traumatic bleeding; pricking pain in the chest and abdomen, traumatic swelling and pain.","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
"S00743","Panax quinquefolius Radix","American Ginseng, Ginseng","Ginseng Amerika","","Panax quinquefolius L.","Root","Tonic","","-","www.herbs2000.com"
"S00744","Pandanus amaryllifolius Folium","-","Pandan Wangi","","Pandanus amaryllifolius Roxb","Leaf","Leaf: nerve weak drug, appetite enhancer, cosmetics raw materials.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00745","Pandanus conoideus Fructus","Red Fruit, Red Pandan","Buah Merah","","Pandanus conoideus Lamk","Fruit","-","","-","-"
"S00746","Pandanus conoideus Oleum","Red Fruit, Red Pandan","Buah Merah","","Pandanus conoideus Lamk","Oil","-","","-","-"
"S00747","Panicum repens Herba","-","Rumput Lampuyangan","","Panicum repens L.","Herb","-","","-","-"
"S00748","Parameria barbata Cortex","-","Kayu Rapet","","Parameria barbata (Miq.) K. Schum.","Bark","Bark: uterus pain medication childbed, dysentery, scab, injuries.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00749","Parameria laevigata Cortex","-","Kayu Rapet","","Parameria laevigata (Juss.) Moldenke","Bark","Bark: uterus pain medication childbed, dysentery, scab, injuries.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00750","Parameria laevigata Folium","-","Kayu Rapet","","Parameria laevigata (Juss.) Moldenke","Leaf","Bark: uterus pain medication childbed, dysentery, scab, injuries.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00751","Parameria laevigata Fructus","-","Kayu Rapet","","Parameria laevigata (Juss.) Moldenke","Fruit","Bark: uterus pain medication childbed, dysentery, scab, injuries.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00752","Parameria laevigata Lignum","-","Kayu Rapet","","Parameria laevigata (Juss.) Moldenke","Wood","Bark: uterus pain medication childbed, dysentery, scab, injuries.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00753","Paris polyphylla Rhizoma","Herb Paris","Paris","","Paris polyphylla Smith","Rhizome","Boils, carbuncles, sore throat, venomous snake bite, traumatic pain; convulsions.","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
"S00754","Parkia biglobosa Semen","-","Kedawung","","Parkia biglobosa Auct. non Benth.","Seed","Seed: flatulence medicine, cholera, colitis. Leaf: cough medicine, heartburn.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00755","Parkia roxburghii Cortex","-","Kedawung","","Parkia roxburghii G.Don","Bark","Seed: flatulence medicine, cholera, colitis. Leaf: cough medicine, heartburn.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00756","Parkia roxburghii Semen","-","Kedawung","","Parkia roxburghii G.Don","Seed","Seed: flatulence medicine, cholera, colitis. Leaf: cough medicine, heartburn.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00757","Parkia speciosa Semen","-","Pete","","Parkia speciosa Hassk","Seed","Leaf: pinworm medicine, diuretic, diabetes.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00758","Passiflora quadrangularis Flos","Granadilla","Markisah","","Passiflora quadrangularis L.","Flower","Leaf: diuretic, gonorrhea. Fruit: tranquilizers.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00759","Paullinia cupana Semen","Guarana","Guarana","","Paullinia cupana","Seed","Treatment for headache and problems like migraine, boosts energy levels, helps alleviate mildly depressive mental states, treat chronic diarrhea.","","-","www.herbs2000.com"
"S00760","Pausinystalia yohimbe Cortex","Yohimbe","Yohimbe","","Pausinystalia yohimbe","Bark","Stimulant and as a means to counter impotence.","","-","www.herbs2000.com"
"S00761","Pemphis acidula Cortex","-","Santigi","","Pemphis acidula Forst.","Bark","-","","-","-"
"S00762","Peperomia pellucida Folium","-","Suruhan","","Peperomia pellucida (L.)H.B.K.","Leaf","Leaf: migraine headaches with fever, upset stomach.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00763","Perilla frutescens Folium","Perilla","Perilla","","Perilla frutescens (L. ) Britt.","Leaf","Cough and dyspnea due to accumulation or phlegm; constipation.","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
"S00764","Periploca sepium Herba","Xiang Jia Pi (Silk Vine)","Periploca","","Periploca sepium Bge","Herb","Rheumatic arthritis with aching and weakness of the loins and knees, cardiac palpitation, shortness of breath and edema of the lower extremities.","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
"S00765","Persea gratissima Folium","Avocado","Apokad","","Persea gratissima Gaertn","Leaf","Fruit: sprue. Leaf: diuretic.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00766","Persia americana Flos","Avocado","Apokad","","Persia americana Mill","Flower","Fruit: sprue. Leaf: diuretic.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00767","Persia americana Folium","Avocado","Apokad","","Persia americana Mill","Leaf","Fruit: sprue. Leaf: diuretic.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00768","Persia americana Fructus","Avocado","Apokad","","Persia americana Mill","Fruit","Fruit: sprue. Leaf: diuretic.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00769","Persia americana Semen","Avocado","Apokad","","Persia americana Mill","Seed","Fruit: sprue. Leaf: diuretic.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00770","Petroselinum sativum Oleum","Parsley","Peterseli","","Petroselinum sativum Hoffm.","Oil","Leaf: cough medicine, drug fever.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00771","Peucedanum praeruptorum Fructus","Qian Hu","Hogfennel","","Peucedanum praeruptorum Dunn","Fruit","Cough and dyspnea in respiratory infections with copious of yellowish sticky expectoration.","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
"S00772","Peucedanum praeruptorum Radix","Qian Hu","Hogfennel","","Peucedanum praeruptorum Dunn","Root","Cough and dyspnea in respiratory infections with copious of yellowish sticky expectoration.","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
"S00773","Phaleria macrocarpa Folium","-","Mahkota Dewa","","Phaleria macrocarpa (Scheff.)Boerl.","Leaf","Leaf: eczema medicine. Rind: dysentery drug.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00774","Phaleria macrocarpa Fructus","-","Mahkota Dewa","","Phaleria macrocarpa (Scheff.)Boerl.","Fruit","Leaf: eczema medicine. Rind: dysentery drug.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00775","Phaleria macrocarpa Pericarpium","-","Mahkota Dewa","","Phaleria macrocarpa (Scheff.)Boerl.","Rind","Leaf: eczema medicine. Rind: dysentery drug.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00776","Phaleria papuana Fructus","-","Mahkota Dewa","","Phaleria papuana","Fruit","Antipruritus, anticancer","","-","http://www.iptek.net.id/ind/pd_tanobat/"
"S00777","Phaseolus radiatus Folium","Green Bean","Kacang Hijau","","Phaseolus radiatus L.","Leaf","Seed: beri-beri drug, childbed fever, diuretic, weak heart, anemia.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00778","Phaseolus radiatus Fructus","Green Bean","Kacang Hijau","","Phaseolus radiatus L.","Fruit","Seed: beri-beri drug, childbed fever, diuretic, weak heart, anemia.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00779","Phaseolus radiatus Semen","Green Bean","Kacang Hijau","","Phaseolus radiatus L.","Seed","Seed: beri-beri drug, childbed fever, diuretic, weak heart, anemia.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00780","Phaseolus vulgaris Semen","Beans","Buncis","","Phaseolus vulgaris L.","Seed","Fruit: diuretic. Young leaves: added iron.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00781","Phellinus linteus Herba","-","Phellinus","","Phellinus linteus","Herb","-","","-","-"
"S00782","Phellodendron chinense Cortex","Amur Corktree","Amur Cork-tree","","Phellodendron chinense Schneid.","Bark","Dysentery, jaunice and morbid leukorrhea caused by damp-heat; urinary infection; weakness and edema of legs; consumptive fever and night sweating; seminal emission; sores and skin infection with local redness and swelling; eczema with itching.","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
"S00783","Phoenix dactylifera Fructus","Date Palm","Kurma","","Phoenix dactylifera L.","Fruit","Adenopathy (f; JLH); Ague (f; BIB); Anemia (f; BIB); Asthma (f; BIB; KAB); Bronchosis (f; BIB; PH2); Cancer (f; BIB); Cancer, abdomen (f; JLH); Cancer, colon (f; JLH); Cancer, liver (f; JLH); Cancer, mouth (f; JLH); Cancer, parotid (f; JLH); Cancer, spleen (f; JLH); Cancer, stomach (f; JLH); Cancer, testes (f; JLH); Cancer, throat (f; JLH); Cancer, uterus (f; JLH); Cancer, vagina (f; JLH); Candida (1; ABS); Catarrh (f; BIB); Chest (f; BIB); Coma (f; KAB); Condylomata (f; BIB); Constipation (f; BIB); Cough (f; BIB; KAB); Diarrhea (f; BIB; DEP); Enterosis (f; KAB); Neurasthenia (f; BIB); Fever (f; BIB); Flu (f; BIB); Fungus (1; ABS); Gastrosis (f; JLH; PH2); Gonorrhea (f; BIB; KAB); Halitosis (f; DEP); Headache (f; PH2); Hemorrhoid (f; BIB); Hepatosis (f; JLH); Impotence (f; BIB); Induration (f; BIB; JLH); Infection (1; ABS); Infertility (f; BIB); Inflamation (f; PH2); Keratosis (f; DEP); Leprosy (f; KAB); Longevity (f; BIB); Mastosis (f; HHB); Mycosis (1; ABS); Nausea (f; KAB); Nephrosis (f; PH2); Ophthalmia (f; BIB; PH2); Orchosis (f; JLH); Paralysis (f; KAB); Parotosis (f; JLH); Pterygia (f; BIB); Pulmonosis (f; KAB); Sore Throat (f; JLH); Splenosis (f; BIB; JLH); Sterility (f; BIB); Stomachache (f; BIB); Stomatosis (f; JLH); Thirst (f; BIB); Toothache (f; BIB); Tuberculosis (f; BIB); Urogenitosis (f; BIB); Uterosis (f; JLH); Vaginosis (f; BIB); Wart (f; BIB); Water Retention (f; BIB); Whitlow (f; BIB); Wound (f; PH2); Yeast (1; ABS).","","-","Handbook of Herbal Medicine"
"S00784","Phragmites communis Rhizoma","Common Reed","Phragmites","","Phragmites communis Trin.","Rhizome","Dire thirst in febrile diseases; vomiting or retching due to heat in the stomach; heat in the lung with cough; lung abscess; urinary infection with difficult painful urination.","","-","www.fzrm.com/herbal%20medicine/Chinese%20traditional%20medicine%20extracts.htm"
"S00785","Phyllanthus acidus Folium","-","Cerme","","Phyllanthus acidus (L.) Skeels","Leaf","Leaf: cathartic, nausea medicine. Roots: asthma medication. Young leaves: drug ulcers.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00786","Phyllanthus emblica Fructus","Emblic Myrobalan","Kemloko","","Phyllanthus emblica L.","Fruit","Fruit: sprue, gums fester.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
"S00787","Phyllanthus niruri Folium","Phyllanthus","Meniran","","Phyllanthus niruri L","Leaf","All plant: diuretic, fever.","","-","Center Of Research And Development Of Plant Medicines And Traditional Medicine"
